"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",77.6443393565221,3.72962654881876,0.817437097717964,1271.83335773905,-8.72230653377539,7.96666892667068,116.964414083865,0,-28.6666666666667,71.2833981860737,-17.9400023516267,-0.310002745687939,3.31999992579222,10.7199997603893,53.4907430940822,152.881050389511,1050,1700,0.458663090389307,0.966555183946488,6.22999986074865,"MODIS"
"2",77.2583574007799,3.76910909326589,0.9237998843262,1480.5957200694,-12.8897884679775,10.9259540646349,123.470309465842,1,-27.6666666666667,70.9411683053788,-19.3400023203343,-1.01000273004172,5.05999988690019,14.132499684114,55.9318842320023,158.324710673063,1250,1700,0.864633276255708,0.984745762711864,8.81499980296939,"MODIS"
"3",77.386290787621,3.75559808808277,0.834829443447038,1363.42509475364,-12.1028271379933,10.6683340922842,153.576070760275,-1,-28,74.3100279273888,-18.630002336204,-0.330002745240904,3.41999992355704,13.5599996969104,39.8394430907208,188.861713806271,1050,1700,0.652734119900736,0.94364125932063,6.96999984420836,"MODIS"
"4",77.0024906270976,3.79613110363212,0.903822441430333,1559.76161117961,-14.3558758390548,13.5538118630988,153.575940776856,0,-27,74.0767283189478,-19.8400023091584,-14.6700024247169,4.73999989405274,17.2474996144883,45.327709857172,186.52357437386,1250,1950,0.835906532909224,0.977157360406091,9.72999978251755,"MODIS"
"5",76.6259162444166,3.8446774166655,0.940751751964324,1692.35506476959,-16.6398940774372,17.2594623451617,140.835715459492,1,-26,73.8495837757486,-19.9500023066997,-16.6500023804605,6.4299998562783,21.6999995149672,50.3887241898882,191.999459366512,1500,1950,0.878236698140501,0.997267759562842,12.4999997206032,"MODIS"
"6",76.7828222372003,3.82444978623492,0.8641090825052,1660.272706263,-16.447908555535,29.3682336860694,314.087553132848,-1,-26.4166666666667,78.8536769124104,-20.3600022975355,-16.5900023818016,5.41999987885356,32.6699992697686,41.8934389305428,391.791624680187,1500,1950,0.749271977214105,0.979466103156805,13.0499997083098,"MODIS"
"7",76.4166324994783,3.8998889912389,0.907714491708724,1757.26988704638,-17.9905190532134,35.7035103771626,328.390496433231,0,-25.4166666666667,78.7750300408556,-20.9000022854656,-17.7200023565441,7.5799998305738,40.5499990936369,76.5351955497771,411.627809095089,1700,1950,0.796052631578947,0.979591836734694,17.2499996144325,"MODIS"
"8",76.0591367899928,4.02650812571991,0.931301523857107,1790.4821383962,-18.367908912135,41.5813080888216,312.031858311882,1,-24.4166666666667,78.7151561329003,-20.3000022988766,-18.3700023420155,9.55999978631735,50.7499988656491,85.5040576467023,327.815298736717,1700,1950,0.795454545454545,0.99025974025974,20.679999537766,"MODIS"
"9",76.1779981158464,3.97668967114848,0,1758.36933045356,-17.996267649144,0,NA,-1,-24.75,84.47874550036,-20.6900022901594,-18.0600023489445,0,0,NA,NA,1750,1950,0,0,0,"MODIS"
"10",75.8224328412689,4.1373589556561,0,1804.45218028582,-18.5591778599552,0,NA,0,-23.75,84.5719421033345,-20.6900022901594,-18.5800023373216,0,0,NA,NA,1750,1950,0,0,0,"MODIS"
