"","lat","lon","swflx","swflx.25","swflx.75","lwflx","lwflx.25","lwflx.75","sat","tdiff","time.rel","sza"
"1",80.0481217009455,7.53484680539283,172.291125488281,160.377223968506,182.401508331299,186.752630615234,185.130023956299,187.995456695557,"CERES",1,-29,78.0156982421875
"2",80.0481217009455,7.53484680539283,229.806287638346,219.839042663574,242.960433959961,188.982896931966,187.520050048828,192.873107910156,"CERES",0,-29,74.2107086181641
"3",79.6149389313544,7.39874171842292,194.172882080078,162.093181610107,227.856464385986,194.275124549866,191.601615905762,197.213466644287,"CERES",1,-28,74.3272948265076
"4",79.6149389313544,7.39874171842292,249.154173787435,216.793800354004,280.243179321289,178.224322509766,174.920959472656,181.826171875,"CERES",-1,-28,69.9590738932292
"5",79.1598152488471,7.19912492793986,215.465061187744,206.110908508301,225.93616104126,179.174152374268,172.093196868896,185.020946502686,"CERES",0,-27,69.8982982635498
"6",78.6758776552894,7.17285074494914,225.134008071002,211.883377075195,235.178070068359,178.195891436409,172.193634033203,180.406127929688,"CERES",1,-26,69.8420621086569
"7",79.1598152488471,7.19912492793986,294.383950626149,282.684600830078,301.829071044922,167.40885925293,163.490081787109,171.499313354492,"CERES",-1,-27,65.6362385469324
"8",78.6758776552894,7.17285074494914,306.440824620864,284.239868164062,330.177032470703,163.855282951804,157.839462280273,168.130401611328,"CERES",0,-26,65.4016131232766
"9",78.1796848375628,7.24467989586718,311.139574323382,300.799530029297,328.21996307373,168.940327235631,161.361843109131,176.957054138184,"CERES",1,-25,65.1388484409877
"10",77.2159257384874,7.44558828018205,388.643920898438,373.285278320312,404.336608886719,187.159963507401,179.322486877441,197.434875488281,"CERES",-1,-23,59.1465243289345
"11",76.7458991916336,7.57766591666286,358.772054571854,319.791488647461,397.71516418457,199.831570273951,198.12589263916,205.00927734375,"CERES",0,-22,58.6868659571597
"12",76.2885397943306,7.73652910150331,328.020804268973,294.344818115234,366.667449951172,206.344331287202,202.753601074219,207.605972290039,"CERES",1,-21,58.2455571492513
"13",76.7458991916336,7.57766591666286,344.688076019287,340.477577209473,351.848518371582,183.444688796997,180.917793273926,186.17858505249,"CERES",-1,-22,59.6058750152588
"14",76.2885397943306,7.73652910150331,333.113786969866,310.980163574219,352.121032714844,193.350245884487,189.051322937012,197.734016418457,"CERES",0,-21,59.2468485151018
"15",75.8365254494884,7.95209943213976,303.965875244141,278.410636901855,311.624588012695,202.473400878906,198.567359924316,205.937664031982,"CERES",1,-20,58.8257682800293
"16",80.0481217009455,7.53484680539283,198.220733642578,195.305782318115,207.029987335205,189.106458028158,187.846492767334,189.991130828857,"CERES",1,-29,76.3514175415039
"17",80.0481217009455,7.53484680539283,249.543036827674,249.257431030273,260.992492675781,184.218577458308,180.448516845703,187.678558349609,"CERES",-1,-29,72.1508278479943
"18",79.6149389313544,7.39874171842292,206.494905471802,177.676467895508,227.274082183838,189.888446807861,186.944492340088,193.493251800537,"CERES",0,-28,72.1884756088257
"19",79.1598152488471,7.19912492793986,191.660857200623,179.595272064209,200.739925384521,186.200191497803,180.194137573242,190.859004974365,"CERES",1,-27,72.2367777824402
"20",79.1598152488471,7.19912492793986,249.441174316406,238.802810668945,254.812721252441,173.729295857747,171.911689758301,177.553550720215,"CERES",-1,-27,67.5657379150391
"21",78.6758776552894,7.17285074494914,262.36086164202,247.02205657959,278.315155029297,170.189355032785,165.24732208252,173.444347381592,"CERES",0,-26,67.4153017316546
"22",78.1796848375628,7.24467989586718,261.275478656475,249.287368774414,276.785736083984,179.4001758282,170.995864868164,185.159545898438,"CERES",1,-25,67.2656279343825
"23",78.6758776552894,7.17285074494914,325.760424445657,310.752563476562,329.365753173828,164.550874597886,159.73796081543,168.352310180664,"CERES",-1,-26,63.4227656196145
"24",78.1796848375628,7.24467989586718,344.73380279541,328.316993713379,369.362922668457,164.244927406311,159.425266265869,167.106513977051,"CERES",0,-25,63.0350434780121
"25",77.6921663221034,7.33941662039673,340.353409830729,325.947326660156,355.227203369141,180.185902913411,170.119941711426,190.435020446777,"CERES",1,-24,62.6888575236003
"26",77.6921663221034,7.33941662039673,385.549318313599,367.25366973877,398.941650390625,176.332269668579,172.040981292725,179.7419090271,"CERES",-1,-24,60.027104139328
"27",77.2159257384874,7.44558828018205,399.259626600477,392.84871673584,417.476219177246,187.902615017361,182.951484680176,195.477657318115,"CERES",0,-23,59.5841704474555
"28",76.7458991916336,7.57766591666286,352.436485739315,313.780151367188,378.140014648438,200.429557351505,195.770156860352,204.61116027832,"CERES",1,-22,59.1012790904326
"29",76.7458991916336,7.57766591666286,349.458221435547,335.647796630859,361.111831665039,188.621000810103,183.358467102051,195.258605957031,"CERES",-1,-22,58.93779928034
"30",76.2885397943306,7.73652910150331,338.924296061198,312.348777770996,350.325096130371,196.25226465861,194.03324508667,199.545436859131,"CERES",0,-21,58.5622100830078
"31",75.8365254494884,7.95209943213976,309.82343639027,297.889129638672,323.5224609375,203.638816139915,198.435600280762,207.641944885254,"CERES",1,-20,58.105280789462
"32",76.2885397943306,7.73652910150331,313.547579678622,308.503967285156,318.46174621582,190.052233609286,186.183700561523,193.660926818848,"CERES",-1,-21,61.1542292508212
"33",75.8365254494884,7.95209943213976,294.948086208767,276.159484863281,322.145660400391,199.318088107639,193.954528808594,204.220367431641,"CERES",0,-20,60.7814886305067
"34",75.3846627691143,8.22349475198473,246.815175374349,227.751022338867,264.190521240234,207.079155815972,205.938491821289,209.629837036133,"CERES",1,-19,60.6004803975423
