"","time.abs","altitude","qv","rh","temp","theta"
"3796",44099.999,0,3.63613033294678,82.804573059082,1.91514372825623,275.206939697266
"3797",44099.999,0.00999999977648258,3.79299187660217,89.0974960327148,1.46157383918762,274.850769042969
"3798",44099.999,0.0209999997168779,3.76122832298279,89.9377288818359,1.19566452503204,274.692108154297
"3799",44099.999,0.033100001513958,3.70707082748413,90.0779190063477,0.952970385551453,274.5673828125
"3800",44099.999,0.0464100018143654,3.67146778106689,90.4991226196289,0.732407033443451,274.476593017578
"3801",44099.999,0.0610510036349297,3.65338921546936,90.86865234375,0.582876086235046,274.470001220703
"3802",44099.999,0.0771561041474342,3.62670373916626,91.0917892456055,0.420507818460464,274.46484375
"3803",44099.999,0.0948717147111893,3.60591530799866,91.4367446899414,0.258964747190475,274.476348876953
"3804",44099.999,0.114358887076378,3.57373785972595,91.3661880493164,0.113226041197777,274.521087646484
"3805",44099.999,0.135794773697853,3.54188561439514,91.3219528198242,-0.0395173840224743,274.577911376953
"3806",44099.999,0.159374251961708,3.51499772071838,91.6116104125977,-0.22773489356041,274.620178222656
"3807",44099.999,0.185311675071716,3.49732112884521,92.2724456787109,-0.439714223146439,274.661712646484
"3808",44099.999,0.213842839002609,3.46833872795105,92.6537094116211,-0.658510982990265,274.721954345703
"3809",44099.999,0.245227128267288,3.40421581268311,92.0165023803711,-0.871706485748291,274.816009521484
"3810",44099.999,0.279749840497971,3.33204412460327,91.4288330078125,-1.13424277305603,274.891296386719
"3811",44099.999,0.317724823951721,3.25795292854309,90.8317260742188,-1.41454207897186,274.982788085938
"3812",44099.999,0.359497308731079,3.16836023330688,90.0271148681641,-1.74181401729584,275.064392089844
"3813",44099.999,0.405447036027908,3.07251214981079,89.2114028930664,-2.11083316802979,275.145172119141
"3814",44099.999,0.455991744995117,2.96980237960815,88.8902206420898,-2.60476899147034,275.144775390625
"3815",44099.999,0.511590957641602,2.86465406417847,88.6715850830078,-3.14815211296082,275.144256591797
"3816",44099.999,0.572750091552734,2.76044750213623,88.6770706176758,-3.7458176612854,275.143737792969
"3817",44099.999,0.64002513885498,2.5514829158783,85.4135437011719,-4.40328979492188,275.143127441406
"3818",44099.999,0.71402770280838,2.34537577629089,82.176628112793,-5.12649202346802,275.142456054688
"3819",44099.999,0.795430541038513,2.10818314552307,77.6940612792969,-5.92201280593872,275.141754150391
"3820",44099.999,0.884973645210266,1.85255932807922,72.2063217163086,-6.79710865020752,275.140930175781
"3821",44099.999,0.983471035957336,1.62824511528015,67.5257568359375,-7.75969505310059,275.140045166016
"3822",44099.999,1.09181821346283,1.41892719268799,63.0386924743652,-8.81853485107422,275.139068603516
"3823",44099.999,1.21100008487701,1.18962395191193,57.0545768737793,-9.9832820892334,275.137969970703
"3824",44099.999,1.34210014343262,0.977186739444733,51.0284805297852,-11.2644939422607,275.136779785156
"3825",44099.999,1.48631024360657,0.708007156848907,40.651008605957,-12.6738615036011,275.135406494141
"3826",44099.999,1.64494132995605,0.153755098581314,9.81731700897217,-14.2237920761108,275.134307861328
"3827",44099.999,1.81943547725677,0.876223266124725,59.7162551879883,-15.3096141815186,275.793090820312
"3828",44099.999,2.01137900352478,0.736745357513428,50.1554641723633,-15.6006088256836,277.492553710938
"3829",44099.999,2.2225170135498,0.58835631608963,42.4952697753906,-16.6444873809814,278.593414306641
"3830",44099.999,2.45476889610291,0.458962231874466,37.3215293884277,-18.4149322509766,279.135864257812
"3831",44099.999,2.71024608612061,0.342389971017838,32.4274978637695,-20.58935546875,279.488311767578
"3832",44099.999,2.99127101898193,0.127602741122246,14.270037651062,-22.9187564849854,279.949523925781
"3833",44099.999,3.30039834976196,0.320079654455185,43.170970916748,-25.4885444641113,280.454345703125
"3834",44099.999,3.64043831825256,0.422150403261185,67.2231597900391,-27.8189563751221,281.582641601562
"3835",44099.999,4.01448249816895,0.41239532828331,76.9237060546875,-30.0703067779541,283.202453613281
"3836",44099.999,4.42593097686768,0.35118779540062,79.0745620727539,-32.6462364196777,284.895751953125
"3837",44099.999,4.87852430343628,0.267492681741714,73.6806716918945,-35.3613967895508,286.932830810547
"3838",44099.999,5.37637710571289,0.215757220983505,76.5154571533203,-38.581729888916,288.932952880859
"3839",44099.999,5.92401504516602,0.168421566486359,78.9280395507812,-42.0304527282715,291.298187255859
"3840",44099.999,6.52641677856445,0.124116383492947,80.7169418334961,-45.8985824584961,293.868743896484
"3841",44099.999,7.18905878067017,0.0832329988479614,75.8213195800781,-49.7975425720215,297.241241455078
"3842",44099.999,7.91796493530273,0.024049200117588,22.3417129516602,-50.937744140625,305.323272705078
"3843",44099.999,8.71976184844971,0.00924930162727833,6.04824066162109,-48.9432830810547,319.059753417969
"3844",44099.999,9.60173797607422,0.00702925119549036,3.19609546661377,-46.8969345092773,334.520111083984
"3845",44099.999,10.5719118118286,0.00643457379192114,2.47931551933289,-46.7237281799316,349.084045410156
"3846",44099.999,11.639102935791,0.00562270358204842,1.9536862373352,-47.2426338195801,364.705078125
"3847",44099.999,12.8130130767822,0.00519371638074517,1.55090403556824,-47.4753532409668,383.300964355469
"3848",44099.999,14.1043138504028,0.00530644878745079,1.42024636268616,-48.2437400817871,403.982788085938
"3849",44099.999,15.5247449874878,0.00574189377948642,1.3115895986557,-48.7521057128906,428.736694335938
"3850",44099.999,17.0872192382812,0.00652414746582508,1.21934819221497,-49.0805130004883,458.248657226562
"3851",44399.999,0,3.29794859886169,75.7730941772461,1.79923141002655,275.087585449219
"3852",44399.999,0.00999999977648258,3.22537732124329,75.7703704833984,1.4736795425415,274.859527587891
"3853",44399.999,0.0209999997168779,3.13818645477295,75.0926132202148,1.20030164718628,274.693389892578
"3854",44399.999,0.033100001513958,3.07232141494751,74.4240417480469,1.01047575473785,274.621612548828
"3855",44399.999,0.0464100018143654,3.02137184143066,73.9541091918945,0.84456479549408,274.585632324219
"3856",44399.999,0.0610510036349297,2.9883668422699,73.7336196899414,0.709253251552582,274.593292236328
"3857",44399.999,0.0771561041474342,2.95827174186707,73.7255172729492,0.543653428554535,274.584899902344
"3858",44399.999,0.0948717147111893,2.93252801895142,73.8084182739258,0.377434492111206,274.591674804688
"3859",44399.999,0.114358887076378,2.91357779502869,74.0329360961914,0.212966859340668,274.617553710938
"3860",44399.999,0.135794773697853,2.88938665390015,74.2625198364258,0.0191274862736464,274.633056640625
"3861",44399.999,0.159374251961708,2.87410569190979,74.7770233154297,-0.188928946852684,274.6552734375
"3862",44399.999,0.185311675071716,2.85438776016235,75.2104110717773,-0.406866580247879,274.690795898438
"3863",44399.999,0.213842839002609,2.83235001564026,75.8832321166992,-0.683508634567261,274.692687988281
"3864",44399.999,0.245227128267288,2.79616856575012,76.2875518798828,-0.984808623790741,274.697814941406
"3865",44399.999,0.279749840497971,2.75048136711121,76.4583206176758,-1.29791760444641,274.721954345703
"3866",44399.999,0.317724823951721,2.70778298377991,76.850341796875,-1.64407384395599,274.746795654297
"3867",44399.999,0.359497308731079,2.67209100723267,77.6419830322266,-2.0332670211792,274.765655517578
