"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",77.618534499632,3.73222370274516,0.711886564762671,2378.46482564001,-18.4563668472851,6.21131335478685,131.122502822825,1,-28.6,70.3489209573612,-20.6452579343226,-16.5527818636969,2.1475,8.58,52.0340221041,164.888698392944,2191,2622,0.367737838850133,0.893159347156133,4.58,"VIIRS"
"2",77.5798272142968,3.73611943363476,0,NA,NA,NA,NA,1,-28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"3",77.7346563556375,3.72053651007635,0.733301640123604,2329.37259329687,-18.8056927365461,6.16280009507965,105.654252393436,-1,-28.9,72.6624554314238,-20.813876676932,-17.2431268334389,2.38,7.9875,48.051424563378,126.955169723946,2123,2600,0.300467976429968,0.958333333333333,4.3,"VIIRS"
"4",77.3479107715687,3.75965138963771,0.89000584453536,2530.81087083576,-20.012880432671,10.1417299824664,130.156008946867,0,-27.9,72.3585587375804,-21.6391166407615,-18.8142567645758,3.985,13.545,51.8889034287305,160.688560988983,2346,2715,0.7524786997415,0.973154362416107,7.58,"VIIRS"
"5",76.9648331888295,3.80098573493546,0.937693987814691,2580.34268306702,-20.1554167414287,13.8946476606506,149.344859473241,1,-26.9,72.0578974594781,-21.4248716501519,-19.4649267360568,5.78,18.015,62.2572897654113,186.377299771741,2424.5,2744,0.906085911740764,0.993016759776536,10.89,"VIIRS"
"6",77.6572417849672,3.72832797185556,0.748771929824561,2342.4329639457,-18.5647773783669,6.4085426900585,119.589323570108,0,-28.7,71.1902822612086,-20.9487716710195,-16.941596846655,2.5,8.73,49.3610217319424,145.74039845196,2192,2620,0.372708999004767,0.924719269675991,4.85,"VIIRS"
"7",77.271150739464,3.76775799274758,0.877848815344114,2434.28935690109,-19.0540077506827,9.03381120722077,138.510520641139,1,-27.7,70.8417412561113,-20.8694216744974,-18.052496797964,4.02,12.09,58.8280276179106,172.559479523375,2305,2642,0.798679232482572,0.966119730677992,7.3,"VIIRS"
"8",77.386290787621,3.75559808808277,0,NA,NA,NA,NA,-1,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"9",77.0024906270976,3.79613110363212,0,NA,NA,NA,NA,0,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
"10",76.6259162444166,3.8446774166655,0,NA,NA,NA,NA,1,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
