"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",79.9759245726803,7.51216262423118,0.022256331542594,4103.69649805447,-30.0535093337112,0.3812432762061,1.48638789175148,-1,-28.8333333333333,63.7327168073676,-33.4400020051747,-24.8400021973997,0,0.649999985471368,0.548740734059612,1.35695208573914,1350,5300,0,0.027972027972028,0,"MODIS"
"2",79.5390849842699,7.36547225334241,0.39344262295082,6066.05812220566,-38.3044057712614,2.9269149867393,1.33102519165823,0,-27.8333333333333,63.3930923994039,-42.3500018060207,-32.0200020369142,0,5.22999988310039,0.614784238001691,1.47394020595878,5050,6950,0,0.985105030403538,1.34999996982515,"MODIS"
"3",79.0791589832541,7.19474589744141,0.813611755607115,6703.28692962104,-42.279267082158,5.53880111363047,1.12584896607204,1,-26.8333333333333,63.0435266821346,-47.6800016868859,-37.8300019070506,3.46999992243946,7.55999983102083,0.643010903555607,1.45580718862753,6100,7500,0.515032790592492,1,5.69999987259507,"MODIS"
"4",79.2735961694739,7.24902912556063,0.190423162583519,6221.18171683389,-40.2378192221047,1.03775053359734,0.725095031983472,-1,-27.25,61.6682071269488,-49.0300016567111,-31.9900020375848,0,1.78999995999038,0.40876590428995,0.741956347607314,5000,7800,0,0.46551128443013,0,"MODIS"
"5",78.7968620536788,7.17941929069682,0,NA,NA,NA,NA,0,-26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"6",78.3037330419944,7.22672260813767,0,NA,NA,NA,NA,1,-25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"7",79.2356691959316,7.23239439302037,0.958404802744425,6457.39708404803,-40.9729263651015,5.960115647227,0.957157782534412,-1,-27.1666666666667,61.2125300171527,-44.3500017613172,-36.7100019320845,4.1899999063462,7.1924998392351,0.482834014511143,1.1892173310161,5800,6950,0.853146853146853,1,5.58499987516552,"MODIS"
"8",78.7565339208823,7.1772297754476,1,6100.42501517911,-39.1744159632156,6.70396767043394,1.40966152510574,0,-26.1666666666667,60.851050394657,-43.5100017800927,-35.3600019622594,4.95999988913536,7.8099998254329,0.779796573233259,1.77453056092899,5550,6900,1,1,6.15999986231327,"MODIS"
"9",78.2623836405172,7.23270837071417,0.998582766439909,6508.28839057621,-42.1226095169503,7.31555539204015,1.59756579142887,1,-25.1666666666667,60.3624206349206,-46.8600017052144,-38.3700018949806,5.30999988131225,9.02999979816377,1.04840726608176,1.95769579802405,6100,7200,0.984025559105431,1,6.85999984666705,"MODIS"
"10",78.4691306479033,7.20277955783166,0.992715756136184,4300.34045922407,-29.5305674132193,9.36312093086045,4.83794412543363,-1,-25.5833333333333,60.8263040380047,-36.0200019475072,-20.680002290383,5.55999987572431,9.42999978922307,1.73064061509831,4.62828374746496,2250,5550,0.958907381497374,1,7.15999983996153,"MODIS"
"11",77.976552122788,7.28415353108782,0.999552572706935,5229.08277404922,-34.7468684934847,12.0289930197216,4.94863495313137,0,-24.5833333333333,60.3617285607755,-40.8100018404424,-29.6600020896643,7.94999982230365,12.6299997176975,2.02729596784061,4.64501732861028,4500,6350,1,1,9.68999978341162,"MODIS"
"12",77.4937327455967,7.38365481197394,1,6250.86414506304,-40.6369475873317,10.7615793033047,2.221888097142,1,-23.5833333333333,59.9083467913302,-46.7000017087906,-34.7000019770115,8.50999980978668,11.8999997340143,1.18093778860096,2.68710656265176,5300,7200,1,1,10.0599997751415,"MODIS"
"13",77.6524796068021,7.34826425871217,0.996545171877699,4229.91017446882,-29.5108157050185,27.110134132338,24.8568597797182,-1,-23.9166666666667,62.6562808775263,-37.8000019077211,-18.1200023476034,8.39999981224537,32.989999262616,2.48499985705472,33.8738115153063,2250,5800,0.976143141153082,1,12.7599997147918,"MODIS"
"14",77.1767568595829,7.45659474988878,0.989943542695836,4746.08327452364,-32.5347550246999,14.6399185153976,10.2643485364952,0,-22.9166666666667,62.3298112208892,-40.9200018379837,-22.2700022548437,6.5999998524785,11.6799997389317,1.45803866878168,5.16668009485182,2500,6350,0.96,1,8.61499980743974,"MODIS"
"15",76.707785908525,7.59090451539956,0.987307343608341,5617.47053490481,-37.4027852348192,7.33951570176952,2.02856601180175,1,-21.9166666666667,62.0146999093382,-43.1800017874688,-31.9800020378083,5.16999988444149,8.7799998037517,0.925670803636008,2.48896643024366,4750,6600,0.92369829193329,1,6.83999984711409,"MODIS"
