"","time","lwp","trel"
"1",43207,2.68868088722229,-0.998055555555556
"2",43226,1.89622747898102,-0.992777777777778
"3",43260,0.735849022865295,-0.983333333333333
"4",43280,NA,-0.977777777777778
"5",43300,NA,-0.972222222222222
"6",43320,NA,-0.966666666666667
"7",43340,NA,-0.961111111111111
"8",43360,NA,-0.955555555555556
"9",43380,NA,-0.95
"10",43400,NA,-0.944444444444444
"11",43420,NA,-0.938888888888889
"12",43440,NA,-0.933333333333333
"13",43460,NA,-0.927777777777778
"14",43480,NA,-0.922222222222222
"15",43500,NA,-0.916666666666667
"16",43520,NA,-0.911111111111111
"17",43540,NA,-0.905555555555556
"18",43560,NA,-0.9
"19",43580,NA,-0.894444444444444
"20",43600,NA,-0.888888888888889
"21",43620,NA,-0.883333333333333
"22",43640,NA,-0.877777777777778
"23",43660,NA,-0.872222222222222
"24",43680,0.150943890213966,-0.866666666666667
"25",43700,0.682243466377258,-0.861111111111111
"26",43720,0.698113739490509,-0.855555555555556
"27",43740,1.16037786006927,-0.85
"28",43760,1.46226453781128,-0.844444444444444
"29",43780,1.84905731678009,-0.838888888888889
"30",43800,2.27102875709534,-0.833333333333333
"31",43820,2.23584961891174,-0.827777777777778
"32",43840,2.59434008598328,-0.822222222222222
"33",43860,2.7735857963562,-0.816666666666667
"34",43880,3.01886868476868,-0.811111111111111
"35",43900,3.3925244808197,-0.805555555555556
"36",43920,3.40566086769104,-0.8
"37",43940,3.6792459487915,-0.794444444444444
"38",43960,3.89622759819031,-0.788888888888889
"39",43980,4.09434080123901,-0.783333333333333
"40",44000,4.3831787109375,-0.777777777777778
"41",44020,4.36792516708374,-0.772222222222222
"42",44040,4.70754814147949,-0.766666666666667
"43",44060,5.04717111587524,-0.761111111111111
"44",44080,5.3679256439209,-0.755555555555556
"45",44100,5.64486074447632,-0.75
"46",44120,5.63207626342773,-0.744444444444444
"47",44140,5.88679313659668,-0.738888888888889
"48",44160,6.13207578659058,-0.733333333333333
"49",44180,6.35849094390869,-0.727777777777778
"50",44200,6.53271055221558,-0.722222222222222
"51",44220,6.60377359390259,-0.716666666666667
"52",44240,6.89622735977173,-0.711111111111111
"53",44260,7.14151000976562,-0.705555555555556
"54",44280,7.44339656829834,-0.7
"55",44300,7.66355133056641,-0.694444444444444
"56",44320,7.79245328903198,-0.688888888888889
"57",44340,8.09434032440186,-0.683333333333333
"58",44369,8.35849094390869,-0.675277777777778
"59",44388,8.64150905609131,-0.67
"60",44419,8.95283031463623,-0.661388888888889
"61",44438,9.25471687316895,-0.656111111111111
"62",44469,9.57547187805176,-0.6475
"63",44488,9.88679218292236,-0.642222222222222
"64",44519,10.1415090560913,-0.633611111111111
"65",44538,10.3962259292603,-0.628333333333333
"66",44569,10.923810005188,-0.619722222222222
"67",44588,11.1904764175415,-0.614444444444444
"68",44620,11.4761896133423,-0.605555555555556
"69",44639,11.7142858505249,-0.600277777777778
"70",44670,12.1346139907837,-0.591666666666667
"71",44689,12.413462638855,-0.586388888888889
"72",44720,12.692307472229,-0.577777777777778
"73",44740,13.1456317901611,-0.572222222222222
"74",44771,13.4077682495117,-0.563611111111111
"75",44790,13.6213598251343,-0.558333333333333
"76",44821,14.0098037719727,-0.549722222222222
"77",44840,14.1470584869385,-0.544444444444444
"78",44871,14.3039226531982,-0.535833333333333
"79",44891,14.4411773681641,-0.530277777777778
"80",44922,14.8118810653687,-0.521666666666667
"81",44941,14.950493812561,-0.516388888888889
"82",44972,15.1089105606079,-0.507777777777778
"83",44991,15.2574262619019,-0.5025
"84",45022,15.689998626709,-0.493888888888889
"85",45041,15.8899984359741,-0.488611111111111
"86",45072,16.0299987792969,-0.48
"87",45092,16.2199974060059,-0.474444444444444
"88",45123,16.6969680786133,-0.465833333333333
"89",45142,16.8989868164062,-0.460555555555556
"90",45173,17.0808048248291,-0.451944444444444
"91",45192,17.1919174194336,-0.446666666666667
"92",45223,17.5204048156738,-0.438055555555556
"93",45243,17.704080581665,-0.4325
"94",45274,17.9285697937012,-0.423888888888889
"95",45293,18.1326503753662,-0.418611111111111
"96",45324,18.6082439422607,-0.41
"97",45343,18.8350486755371,-0.404722222222222
"98",45374,19.0515422821045,-0.396111111111111
"99",45393,19.2989654541016,-0.390833333333333
"100",45424,19.7604141235352,-0.382222222222222
"101",45443,20.0312461853027,-0.376944444444444
"102",45474,20.3541641235352,-0.368333333333333
"103",45494,21.0208301544189,-0.362777777777778
"104",45525,21.8210506439209,-0.354166666666667
"105",45544,22.7789459228516,-0.348888888888889
"106",45575,23.2736835479736,-0.340277777777778
"107",45594,23.5368423461914,-0.335
"108",45625,23.7684192657471,-0.326388888888889
"109",45645,24.0315780639648,-0.320833333333333
"110",45676,24.2631587982178,-0.312222222222222
"111",45695,24.7263164520264,-0.306944444444444
"112",45726,26.4687480926514,-0.298333333333333
"113",45745,28.2916622161865,-0.293055555555556
"114",45776,29.1979122161865,-0.284444444444444
"115",45796,30.0416622161865,-0.278888888888889
"116",45827,34.1855659484863,-0.270277777777778
"117",45846,35.2680397033691,-0.265
"118",45877,37.8865966796875,-0.256388888888889
"119",45896,41.4226837158203,-0.251111111111111
"120",45927,44.1326560974121,-0.2425
"121",45946,45.0306205749512,-0.237222222222222
"122",45977,46.4183692932129,-0.228611111111111
"123",45997,47.0816383361816,-0.223055555555556
"124",46028,48.1919212341309,-0.214444444444444
"125",46047,48.4242477416992,-0.209166666666667
"126",46078,51.1717224121094,-0.200555555555556
"127",46097,55.8383903503418,-0.195277777777778
"128",46128,70.3299942016602,-0.186666666666667
"129",46147,77.6300048828125,-0.181388888888889
"130",46178,88.6999969482422,-0.172777777777778
"131",46197,101.360000610352,-0.1675
"132",46228,127.584167480469,-0.158888888888889
"133",46248,136.970291137695,-0.153333333333333
"134",46279,146.039596557617,-0.144722222222222
"135",46298,154.445556640625,-0.139444444444444
"136",46329,168.735305786133,-0.130833333333333
"137",46348,171.705871582031,-0.125555555555556
"138",46379,173.578430175781,-0.116944444444444
"139",46398,175.313705444336,-0.111666666666667
"140",46429,178.825225830078,-0.103055555555556
"141",46449,182.466003417969,-0.0975
"142",46480,186.456314086914,-0.0888888888888889
"143",46499,188.213592529297,-0.0836111111111111
"144",46530,187.75,-0.075
"145",46549,188.442306518555,-0.0697222222222222
"146",46580,189.25,-0.0611111111111111
"147",46599,190.346160888672,-0.0558333333333333
"148",46630,190.428573608398,-0.0472222222222222
"149",46650,190.819030761719,-0.0416666666666667
"150",46681,189.952850341797,-0.0330555555555556
"151",46700,192.311325073242,-0.0277777777777778
"152",46731,195.396209716797,-0.0191666666666667
"153",46750,199.556610107422,-0.0138888888888889
"154",46782,208.448577880859,-0.005
"155",46801,214.102828979492,0.000277777777777778
"156",46840,229.472244262695,0.0111111111111111
"157",46860,231.373870849609,0.0166666666666667
"158",46880,254.629684448242,0.0222222222222222
"159",46900,267.75927734375,0.0277777777777778
"160",46920,277.614715576172,0.0333333333333333
"161",46940,288.321136474609,0.0388888888888889
"162",46960,290.648162841797,0.0444444444444444
"163",46980,306.844085693359,0.05
"164",47000,309.453765869141,0.0555555555555556
"165",47020,328.427337646484,0.0611111111111111
"166",47040,339.081878662109,0.0666666666666667
"167",47060,341.972473144531,0.0722222222222222
"168",47080,358.400024414062,0.0777777777777778
"169",47100,361.495422363281,0.0833333333333333
"170",47120,385.324310302734,0.0888888888888889
"171",47140,388.636352539062,0.0944444444444444
"172",47160,420.765808105469,0.1
"173",47180,439.549560546875,0.105555555555556
"174",47200,443.409118652344,0.111111111111111
"175",47220,469.669708251953,0.116666666666667
"176",47240,473.810882568359,0.122222222222222
"177",47260,502.535736083984,0.127777777777778
"178",47280,516.910766601562,0.133333333333333
"179",47300,528.821472167969,0.138888888888889
"180",47320,532.867309570312,0.144444444444444
"181",47340,537.544677734375,0.15
"182",47360,543.761047363281,0.155555555555556
"183",47380,548.535766601562,0.161111111111111
"184",47400,552.911499023438,0.166666666666667
"185",47420,552.798278808594,0.172222222222222
"186",47440,559.807067871094,0.177777777777778
"187",47460,567.333374023438,0.183333333333333
"188",47480,572.247863769531,0.188888888888889
"189",47500,580.464965820312,0.194444444444444
"190",47520,580.464965820312,0.2
"191",47540,582.156555175781,0.205555555555556
"192",47560,583.817443847656,0.211111111111111
"193",47580,588.877258300781,0.216666666666667
"194",47600,586.991333007812,0.222222222222222
"195",47620,586.991333007812,0.227777777777778
"196",47640,583.991455078125,0.233333333333333
"197",47660,584.525939941406,0.238888888888889
"198",47680,584.715576171875,0.244444444444444
"199",47700,584.741455078125,0.25
"200",47720,584.741455078125,0.255555555555556
"201",47740,579.931701660156,0.261111111111111
"202",47760,584.793151855469,0.266666666666667
"203",47780,579.923156738281,0.272222222222222
"204",47800,579.931640625,0.277777777777778
"205",47820,575.152587890625,0.283333333333333
"206",47840,575.101745605469,0.288888888888889
"207",47860,579.760681152344,0.294444444444444
"208",47880,570.302551269531,0.3
"209",47900,574.610168457031,0.305555555555556
"210",47920,569.672302246094,0.311111111111111
"211",47940,569.067199707031,0.316666666666667
"212",47960,573.516906738281,0.322222222222222
"213",47980,564.216613769531,0.327777777777778
"214",48000,568.756225585938,0.333333333333333
"215",48020,564.125,0.338888888888889
"216",48040,564.124938964844,0.344444444444444
"217",48060,564.033264160156,0.35
"218",48080,559.495788574219,0.355555555555556
"219",48100,563.791564941406,0.361111111111111
"220",48120,559.016479492188,0.366666666666667
"221",48140,562.399963378906,0.372222222222222
"222",48160,560.408325195312,0.377777777777778
"223",48180,555.88427734375,0.383333333333333
"224",48200,558.166625976562,0.388888888888889
"225",48220,553.628112792969,0.394444444444444
"226",48240,556.416687011719,0.4
"227",48260,553.5,0.405555555555556
"228",48280,553.5,0.411111111111111
"229",48300,548.624938964844,0.416666666666667
"230",48320,544.132263183594,0.422222222222222
"231",48340,547.158325195312,0.427777777777778
"232",48360,542.685852050781,0.433333333333333
"233",48380,545.908264160156,0.438888888888889
"234",48400,544.333251953125,0.444444444444444
"235",48420,544.333251953125,0.45
"236",48440,543.283203125,0.455555555555556
"237",48460,538.801574707031,0.461111111111111
"238",48480,540.691589355469,0.466666666666667
"239",48500,531.892517089844,0.472222222222222
"240",48520,530.774963378906,0.477777777777778
"241",48540,516.999938964844,0.483333333333333
"242",48560,512.685913085938,0.488888888888889
"243",48580,496.433288574219,0.494444444444444
"244",48600,492.297454833984,0.5
"245",48620,483.641632080078,0.505555555555556
"246",48640,469.041290283203,0.511111111111111
"247",48660,464.591583251953,0.516666666666667
"248",48680,448.991577148438,0.522222222222222
"249",48700,445.222991943359,0.527777777777778
"250",48720,435.14990234375,0.533333333333333
"251",48740,431.504058837891,0.538888888888889
"252",48760,432.291595458984,0.544444444444444
"253",48780,428.541564941406,0.55
"254",48800,428.541564941406,0.555555555555556
"255",48820,423.666656494141,0.561111111111111
"256",48840,420.123931884766,0.566666666666667
"257",48860,420.174926757812,0.572222222222222
"258",48880,412.9833984375,0.577777777777778
"259",48900,414.624969482422,0.583333333333333
"260",48920,413.166656494141,0.588888888888889
"261",48940,413.166656494141,0.594444444444444
"262",48960,411.308288574219,0.6
"263",48980,407.867706298828,0.605555555555556
"264",49000,410.108306884766,0.611111111111111
"265",49020,405.421417236328,0.616666666666667
"266",49040,408.158264160156,0.622222222222222
"267",49060,407.141632080078,0.627777777777778
"268",49080,403.752075195312,0.633333333333333
"269",49100,404.066619873047,0.638888888888889
"270",49120,400.685882568359,0.644444444444444
"271",49140,401.091613769531,0.65
"272",49160,392.333282470703,0.655555555555556
"273",49180,392.333282470703,0.661111111111111
"274",49200,381.933258056641,0.666666666666667
"275",49220,381.933258056641,0.672222222222222
"276",49240,369.126007080078,0.677777777777778
"277",49260,366.041625976562,0.683333333333333
"278",49280,357.411682128906,0.688888888888889
"279",49300,333.672271728516,0.694444444444444
"280",49320,333.672271728516,0.7
"281",49340,312.352966308594,0.705555555555556
"282",49360,309.725036621094,0.711111111111111
"283",49380,303.504211425781,0.716666666666667
"284",49400,292.341705322266,0.722222222222222
"285",49420,284.563049316406,0.727777777777778
"286",49440,261.957977294922,0.733333333333333
"287",49460,259.741668701172,0.738888888888889
"288",49480,243.714309692383,0.744444444444444
"289",49500,241.766662597656,0.75
"290",49520,231.210083007812,0.755555555555556
"291",49540,213.850006103516,0.761111111111111
"292",49560,198.689071655273,0.766666666666667
"293",49580,164.563064575195,0.772222222222222
"294",49600,163.166687011719,0.777777777777778
"295",49620,132.34455871582,0.783333333333333
"296",49640,131.183364868164,0.788888888888889
"297",49660,116.361373901367,0.794444444444444
"298",49680,87.5546417236328,0.8
"299",49700,87.5546417236328,0.805555555555556
"300",49720,68.1680603027344,0.811111111111111
"301",49740,67.6749801635742,0.816666666666667
"302",49760,62.3025093078613,0.822222222222222
"303",49780,58.5999908447266,0.827777777777778
"304",49800,54.4117584228516,0.833333333333333
"305",49820,46.5882225036621,0.838888888888889
"306",49840,46.5882225036621,0.844444444444444
"307",49860,34.3445358276367,0.85
"308",49880,34.0666656494141,0.855555555555556
"309",49900,26.9747867584229,0.861111111111111
"310",49920,23.6583347320557,0.866666666666667
"311",49940,19.9747905731201,0.872222222222222
"312",49960,21.0672264099121,0.877777777777778
"313",49980,22.5500049591064,0.883333333333333
"314",50000,19.8991565704346,0.888888888888889
"315",50020,19.8083343505859,0.894444444444444
"316",50040,18.6974773406982,0.9
"317",50060,17.8655452728271,0.905555555555556
"318",50080,17.8655452728271,0.911111111111111
"319",50100,21.8403339385986,0.916666666666667
"320",50120,24.6083316802979,0.922222222222222
"321",50140,27.453784942627,0.927777777777778
"322",50160,31.0583362579346,0.933333333333333
"323",50180,31.1764698028564,0.938888888888889
"324",50200,38.4033622741699,0.944444444444444
"325",50220,38.4033622741699,0.95
"326",50240,47.924373626709,0.955555555555556
"327",50260,54.0583381652832,0.961111111111111
"328",50280,54.3697509765625,0.966666666666667
"329",50300,68.7166748046875,0.972222222222222
"330",50320,69.1260528564453,0.977777777777778
"331",50340,85.4117584228516,0.983333333333333
"332",50360,89.1500091552734,0.988888888888889
"333",50380,92.2184829711914,0.994444444444444
