"","time","lwp","cth","trel"
"1",61204,5.31710529327393,2890,-0.998888888888889
"2",61208,5.73904037475586,2890,-0.997777777777778
"3",61212,5.73904037475586,2890,-0.996666666666667
"4",61216,5.73904037475586,2890,-0.995555555555556
"5",61220,5.73904037475586,2890,-0.994444444444444
"6",61224,5.73904037475586,2890,-0.993333333333333
"7",61228,5.73904037475586,2860,-0.992222222222222
"8",61232,5.73904037475586,2860,-0.991111111111111
"9",61236,6.00714874267578,2860,-0.99
"10",61240,6.00714874267578,2860,-0.988888888888889
"11",61244,6.00714874267578,2860,-0.987777777777778
"12",61248,6.00714874267578,2830,-0.986666666666667
"13",61252,6.00714874267578,2830,-0.985555555555556
"14",61256,6.00714874267578,2830,-0.984444444444444
"15",61260,4.21293163299561,2830,-0.983333333333333
"16",61264,4.21293163299561,2830,-0.982222222222222
"17",61268,4.21293163299561,2830,-0.981111111111111
"18",61272,4.21293163299561,2830,-0.98
"19",61276,4.21293163299561,2860,-0.978888888888889
"20",61280,4.21293163299561,2860,-0.977777777777778
"21",61284,7.63092184066772,2860,-0.976666666666667
"22",61288,7.63092184066772,2890,-0.975555555555556
"23",61292,7.63092184066772,2890,-0.974444444444444
"24",61296,7.63092184066772,2890,-0.973333333333333
"25",61300,7.63092184066772,8710,-0.972222222222222
"26",61304,7.63092184066772,8740,-0.971111111111111
"27",61308,2.97429060935974,8770,-0.97
"28",61312,2.97429060935974,8770,-0.968888888888889
"29",61316,2.97429060935974,8770,-0.967777777777778
"30",61320,2.97429060935974,8770,-0.966666666666667
"31",61324,2.97429060935974,8800,-0.965555555555556
"32",61328,2.97429060935974,8800,-0.964444444444444
"33",61332,4.10671758651733,8800,-0.963333333333333
"34",61336,4.10671758651733,8830,-0.962222222222222
"35",61340,4.10671758651733,8830,-0.961111111111111
"36",61344,4.10671758651733,8830,-0.96
"37",61348,4.10671758651733,8830,-0.958888888888889
"38",61352,4.10671758651733,8830,-0.957777777777778
"39",61356,4.10671758651733,8860,-0.956666666666667
"40",61360,4.06468105316162,8890,-0.955555555555556
"41",61364,4.06468105316162,8890,-0.954444444444444
"42",61368,4.06468105316162,8920,-0.953333333333333
"43",61372,4.06468105316162,8920,-0.952222222222222
"44",61376,4.06468105316162,8920,-0.951111111111111
"45",61380,4.06468105316162,8920,-0.95
"46",61384,2.56441640853882,8920,-0.948888888888889
"47",61388,2.56441640853882,8920,-0.947777777777778
"48",61392,2.56441640853882,8950,-0.946666666666667
"49",61396,2.56441640853882,8950,-0.945555555555556
"50",61400,2.56441640853882,8950,-0.944444444444444
"51",61404,2.56441640853882,8950,-0.943333333333333
"52",61408,7.55634880065918,8950,-0.942222222222222
"53",61412,7.55634880065918,8950,-0.941111111111111
"54",61416,7.55634880065918,8950,-0.94
"55",61420,7.55634880065918,8950,-0.938888888888889
"56",61424,7.55634880065918,8950,-0.937777777777778
"57",61428,7.55634880065918,8950,-0.936666666666667
"58",61432,3.84069848060608,8950,-0.935555555555556
"59",61436,3.84069848060608,8950,-0.934444444444444
"60",61440,3.84069848060608,8950,-0.933333333333333
"61",61444,3.84069848060608,8950,-0.932222222222222
"62",61448,3.84069848060608,8950,-0.931111111111111
"63",61452,3.84069848060608,8950,-0.93
"64",61456,6.59191417694092,8950,-0.928888888888889
"65",61460,6.59191417694092,8950,-0.927777777777778
"66",61464,6.59191417694092,8950,-0.926666666666667
"67",61468,6.59191417694092,8950,-0.925555555555556
"68",61472,6.59191417694092,8920,-0.924444444444444
"69",61476,6.59191417694092,8890,-0.923333333333333
"70",61480,7.03173446655273,2680,-0.922222222222222
"71",61484,7.03173446655273,2710,-0.921111111111111
"72",61488,7.03173446655273,2710,-0.92
"73",61492,7.03173446655273,2680,-0.918888888888889
"74",61496,7.03173446655273,2680,-0.917777777777778
"75",61500,7.03173446655273,2680,-0.916666666666667
"76",61504,7.03173446655273,2680,-0.915555555555556
"77",61508,10.3254976272583,2680,-0.914444444444444
"78",61512,10.3254976272583,2710,-0.913333333333333
"79",61516,10.3254976272583,2740,-0.912222222222222
"80",61520,10.3254976272583,2740,-0.911111111111111
"81",61524,10.3254976272583,2770,-0.91
"82",61528,10.3254976272583,2770,-0.908888888888889
"83",61532,9.2127628326416,2770,-0.907777777777778
"84",61536,9.2127628326416,2770,-0.906666666666667
"85",61540,9.2127628326416,8650,-0.905555555555556
"86",61544,9.2127628326416,8680,-0.904444444444444
"87",61548,9.2127628326416,8710,-0.903333333333333
"88",61552,9.2127628326416,8710,-0.902222222222222
"89",61556,7.07738208770752,8710,-0.901111111111111
"90",61560,7.07738208770752,8710,-0.9
"91",61564,7.07738208770752,8710,-0.898888888888889
"92",61568,7.07738208770752,8710,-0.897777777777778
"93",61572,7.07738208770752,8740,-0.896666666666667
"94",61576,7.07738208770752,8740,-0.895555555555556
"95",61580,4.15459585189819,8740,-0.894444444444444
"96",61584,4.15459585189819,8740,-0.893333333333333
"97",61588,4.15459585189819,8740,-0.892222222222222
"98",61592,4.15459585189819,8740,-0.891111111111111
"99",61596,4.15459585189819,8740,-0.89
"100",61600,4.15459585189819,8740,-0.888888888888889
"101",61604,6.35125732421875,8740,-0.887777777777778
"102",61608,6.35125732421875,8740,-0.886666666666667
"103",61612,6.35125732421875,8740,-0.885555555555556
"104",61616,6.35125732421875,8740,-0.884444444444444
"105",61620,6.35125732421875,8740,-0.883333333333333
"106",61624,6.35125732421875,8740,-0.882222222222222
"107",61628,6.35125732421875,8740,-0.881111111111111
"108",61632,6.77061176300049,8740,-0.88
"109",61636,6.77061176300049,8740,-0.878888888888889
"110",61640,6.77061176300049,8740,-0.877777777777778
"111",61644,6.77061176300049,8740,-0.876666666666667
"112",61648,6.77061176300049,8740,-0.875555555555556
"113",61652,6.77061176300049,8740,-0.874444444444444
"114",61656,9.80431270599365,8740,-0.873333333333333
"115",61660,9.80431270599365,8740,-0.872222222222222
"116",61664,9.80431270599365,8770,-0.871111111111111
"117",61668,9.80431270599365,8770,-0.87
"118",61672,9.80431270599365,8770,-0.868888888888889
"119",61676,9.80431270599365,8770,-0.867777777777778
"120",61680,9.8880443572998,8770,-0.866666666666667
"121",61684,9.8880443572998,8770,-0.865555555555556
"122",61688,9.8880443572998,8770,-0.864444444444444
"123",61692,9.8880443572998,8770,-0.863333333333333
"124",61696,9.8880443572998,8770,-0.862222222222222
"125",61700,9.8880443572998,8770,-0.861111111111111
"126",61704,10.0405960083008,8770,-0.86
"127",61708,10.0405960083008,8770,-0.858888888888889
"128",61712,10.0405960083008,8770,-0.857777777777778
"129",61716,10.0405960083008,8740,-0.856666666666667
"130",61720,10.0405960083008,8740,-0.855555555555556
"131",61724,10.0405960083008,8740,-0.854444444444444
"132",61728,6.61596298217773,8740,-0.853333333333333
"133",61732,6.61596298217773,8740,-0.852222222222222
"134",61736,6.61596298217773,8740,-0.851111111111111
"135",61740,6.61596298217773,8710,-0.85
"136",61744,6.61596298217773,8680,-0.848888888888889
"137",61748,6.61596298217773,2950,-0.847777777777778
"138",61752,6.61596298217773,2950,-0.846666666666667
"139",61756,11.0719938278198,2950,-0.845555555555556
"140",61760,11.0719938278198,2950,-0.844444444444444
"141",61764,11.0719938278198,2950,-0.843333333333333
"142",61768,11.0719938278198,2950,-0.842222222222222
"143",61772,11.0719938278198,2950,-0.841111111111111
"144",61776,11.0719938278198,2950,-0.84
"145",61780,8.96652126312256,2950,-0.838888888888889
