"","lat","lon","lwp","lwp.25","lwp.75","sat","tdiff","time.rel"
"1",77.5666775089073,13.7306914272964,0,0,0,"MAC-LWP",0,-21
"2",77.204996118556,13.7484592080138,0,0,0,"MAC-LWP",1,-20
"3",77.5666775089073,13.7306914272964,6.4653399842126,1.18992972373962,8.93006718158722,"MAC-LWP",1,-21
"4",76.4237463771753,13.9672291775896,0,0,0,"MAC-LWP",-1,-18
"5",76.0526128693825,13.9680370304412,0,0,0,"MAC-LWP",0,-17
"6",75.7026568400044,13.9038249432524,0,0,0,"MAC-LWP",1,-16
"7",77.204996118556,13.7484592080138,0,0,0,"MAC-LWP",-1,-20
"8",76.8108963745309,13.8666832988636,0,0,0,"MAC-LWP",0,-19
"9",76.4237463771753,13.9672291775896,0,0,0,"MAC-LWP",1,-18
"10",77.5666775089073,13.7306914272964,0,0,0,"MAC-LWP",-1,-21
"11",77.204996118556,13.7484592080138,0,0,0,"MAC-LWP",0,-20
"12",76.8108963745309,13.8666832988636,0,0,0,"MAC-LWP",1,-19
"13",76.8108963745309,13.8666832988636,0,0,0,"MAC-LWP",-1,-19
"14",76.4237463771753,13.9672291775896,0,0,0,"MAC-LWP",0,-18
"15",76.0526128693825,13.9680370304412,0,0,0,"MAC-LWP",1,-17
"16",71.4940977295851,15.0253281982218,27.644252234401,18.3049983978271,33.6199989318848,"MAC-LWP",-1,-6
"17",71.0474677136705,15.1628529747859,39.3577619161665,29.1429996490479,49.1429977416992,"MAC-LWP",0,-5
"18",70.598990868074,15.3692271660617,54.3477197620604,36.8349990844727,61.0599937438965,"MAC-LWP",1,-4
"19",72.4194729218735,14.8897423917758,11.094665293927,3.94471406936646,16.394998550415,"MAC-LWP",-1,-8
"20",71.951749807522,14.9404627247746,18.0662422408449,9.14299583435059,23.646523475647,"MAC-LWP",0,-7
"21",71.4940977295851,15.0253281982218,33.4952616270076,17.069995880127,39.2099914550781,"MAC-LWP",1,-6
"22",71.0474677136705,15.1628529747859,38.8081024892969,28.0699977874756,49.1429977416992,"MAC-LWP",-1,-5
"23",70.598990868074,15.3692271660617,48.8036275430888,40.1199989318848,59.6824932098389,"MAC-LWP",0,-4
"24",70.1512877447183,15.6103526775269,63.8449190775553,43.6199989318848,70.0174961090088,"MAC-LWP",1,-3
"25",70.1512877447183,15.6103526775269,59.9620962142944,43.8795757293701,67.6970138549805,"MAC-LWP",-1,-3
"26",69.7413148018049,15.8918601960415,75.5044960021973,54.6657638549805,99.5694351196289,"MAC-LWP",0,-2
"27",69.360642978689,16.160803667835,91.0832537482767,56.6869926452637,117.819435119629,"MAC-LWP",1,-1
"28",69.01,16.41,123.493099212646,95.6663246154785,161.832981109619,"MAC-LWP",-1,0
"29",69.360642978689,16.160803667835,116.396275583903,82.9055671691895,151.47762298584,"MAC-LWP",-1,-1
"30",69.01,16.41,123.493099212646,95.6663246154785,161.832981109619,"MAC-LWP",0,0
"31",70.598990868074,15.3692271660617,45.0913192444489,36.7372150421143,54.129997253418,"MAC-LWP",-1,-4
"32",70.1512877447183,15.6103526775269,59.4315542221069,44.0599975585938,67.0758209228516,"MAC-LWP",0,-3
"33",69.7413148018049,15.8918601960415,70.6589871865732,51.0749969482422,88.8276920318604,"MAC-LWP",1,-2
"34",69.7413148018049,15.8918601960415,90.8770982568914,59.8838195800781,117.989934921265,"MAC-LWP",-1,-2
"35",69.360642978689,16.160803667835,91.0832537482767,56.6869926452637,117.819435119629,"MAC-LWP",0,-1
"36",69.01,16.41,111.546473185221,82.6532135009766,139.006214141846,"MAC-LWP",1,0
"37",71.951749807522,14.9404627247746,15.5527280218461,8.06999778747559,21.0599975585938,"MAC-LWP",-1,-7
"38",71.4940977295851,15.0253281982218,27.644252234401,18.3049983978271,33.6199989318848,"MAC-LWP",0,-6
"39",71.0474677136705,15.1628529747859,39.3577619161665,29.1429996490479,49.1429977416992,"MAC-LWP",1,-5
"40",72.9015039660091,14.8240487530375,7.15163523129055,1.47498059272766,11.2571682929993,"MAC-LWP",-1,-9
"41",72.4194729218735,14.8897423917758,12.5672534955175,8.77999877929688,15.0588228702545,"MAC-LWP",0,-8
"42",71.951749807522,14.9404627247746,22.4661883902042,11.0599966049194,27.2176284790039,"MAC-LWP",1,-7
"43",73.3913481424613,14.7038145000966,10.3883803844452,7.67973685264587,12.6549701690674,"MAC-LWP",-1,-10
"44",72.9015039660091,14.8240487530375,10.5282433509827,7.72402477264404,13.5483589172363,"MAC-LWP",0,-9
"45",72.4194729218735,14.8897423917758,16.159193892228,11.2392091751099,19.9100558757782,"MAC-LWP",1,-8
