"","lat","lon","lwp","lwp.25","lwp.75","sat","tdiff","time.rel"
"1",75.9105601326757,4.08878119393421,34.3835349449745,20.8579988479614,45.8579940795898,"MAC-LWP",-1,-24
"2",75.5580509670484,4.28309224082178,40.1387684561989,25.8579998016357,48.1522436141968,"MAC-LWP",0,-23
"3",75.203245241199,4.53503055700157,42.5246627807617,35.8579978942871,55.8579940795898,"MAC-LWP",1,-22
"4",75.9105601326757,4.08878119393421,35.1066630681356,24.7762503623962,45.8579940795898,"MAC-LWP",1,-24
"5",75.9105601326757,4.08878119393421,35.1066630681356,24.7762503623962,45.8579940795898,"MAC-LWP",0,-24
"6",75.5580509670484,4.28309224082178,41.8332228443839,25.8579998016357,55.0349922180176,"MAC-LWP",1,-23
"7",71.8309038837077,8.39088144363935,68.7562445663824,56.3949928283691,76.3949890136719,"MAC-LWP",-1,-12
"8",71.5625892000413,8.91173636801797,67.6996010303497,56.3949928283691,76.3949890136719,"MAC-LWP",0,-11
"9",71.2986997857159,9.48286129410514,63.6478663264094,54.2259902954102,66.3949966430664,"MAC-LWP",1,-10
"10",72.4075642152951,7.49209210034208,75.3351493780164,62.492000579834,81.5003566741943,"MAC-LWP",-1,-14
"11",72.1111506724697,7.92407395192905,78.4274183909098,64.2259979248047,84.2259979248047,"MAC-LWP",0,-13
"12",71.8309038837077,8.39088144363935,79.081535106752,66.3949966430664,86.3949966430664,"MAC-LWP",1,-12
"13",71.2986997857159,9.48286129410514,63.6478663264094,54.2259902954102,66.3949966430664,"MAC-LWP",-1,-10
"14",71.0288476727441,10.0900648030182,56.1027894973755,44.2259979248047,64.2259979248047,"MAC-LWP",0,-9
"15",70.7725949763204,10.7114893081563,48.786183411908,42.8339958190918,54.2259902954102,"MAC-LWP",1,-8
"16",71.0288476727441,10.0900648030182,47.9897613267641,38.6810512542725,54.2259902954102,"MAC-LWP",-1,-9
"17",70.7725949763204,10.7114893081563,44.6252262527878,35.3388767242432,54.2259902954102,"MAC-LWP",0,-8
"18",70.5153761208285,11.323368195711,42.9685451719496,32.8339996337891,46.2831125259399,"MAC-LWP",1,-7
"19",71.5625892000413,8.91173636801797,67.6996010303497,56.3949928283691,76.3949890136719,"MAC-LWP",-1,-11
"20",71.2986997857159,9.48286129410514,63.6478663264094,54.2259902954102,66.3949966430664,"MAC-LWP",0,-10
"21",71.0288476727441,10.0900648030182,56.2786707878113,44.2259979248047,64.2259979248047,"MAC-LWP",1,-9
"22",69.8102523228598,13.0901916055603,38.8411853021855,29.1429996490479,45.8839950561523,"MAC-LWP",-1,-4
"23",69.6006024597175,13.7051966419753,37.8190408934895,28.3050003051758,45.8839950561523,"MAC-LWP",0,-3
"24",69.4122363183,14.3391662863113,36.3711480140686,25.4287490844727,45.8839950561523,"MAC-LWP",1,-2
"25",70.2655791655276,11.9205828429065,47.3758208486769,38.2920265197754,51.1899948120117,"MAC-LWP",-1,-6
