"","lat","lon","lwp","lwp.25","lwp.75","sat","tdiff","time.rel"
"26",70.0295068002148,12.5082324148685,44.6551556393907,32.2694306373596,51.1899948120117,"MAC-LWP",0,-5
"27",69.8102523228598,13.0901916055603,43.4205656664712,29.1429996490479,48.3049964904785,"MAC-LWP",1,-4
"28",69.4122363183,14.3391662863113,30.9667678735195,23.7239990234375,38.3050003051758,"MAC-LWP",-1,-2
"29",69.2522404597461,15.0173199046182,33.1733828324538,19.1429977416992,39.1429977416992,"MAC-LWP",0,-1
"30",69.141,15.684,34.564998626709,34.564998626709,34.564998626709,"MAC-LWP",1,0
"31",70.0295068002148,12.5082324148685,45.8714559956601,38.3050003051758,51.1899948120117,"MAC-LWP",-1,-5
"32",69.8102523228598,13.0901916055603,42.9032076154436,29.1429996490479,48.3049964904785,"MAC-LWP",0,-4
"33",69.6006024597175,13.7051966419753,40.437615994657,28.3050003051758,45.8839950561523,"MAC-LWP",1,-3
"34",70.5153761208285,11.323368195711,49.0822232740897,39.1429977416992,51.1899948120117,"MAC-LWP",-1,-7
"35",70.2655791655276,11.9205828429065,51.8616041430721,40.9617872238159,56.647876739502,"MAC-LWP",0,-6
"36",70.0295068002148,12.5082324148685,48.480937468039,38.3050003051758,55.8839912414551,"MAC-LWP",1,-5
"37",69.2522404597461,15.0173199046182,35.6061087714301,19.1429977416992,44.0629959106445,"MAC-LWP",-1,-1
"38",69.141,15.684,34.564998626709,34.564998626709,34.564998626709,"MAC-LWP",0,0
"39",69.6006024597175,13.7051966419753,36.2310717432123,27.4659996032715,40.1014976501465,"MAC-LWP",-1,-3
"40",69.4122363183,14.3391662863113,34.256244438282,22.2259998321533,39.1429977416992,"MAC-LWP",0,-2
"41",69.2522404597461,15.0173199046182,28.8344821314658,18.7239980697632,35.8839988708496,"MAC-LWP",1,-1
"42",72.1111506724697,7.92407395192905,74.3068283450219,62.492000579834,84.2259979248047,"MAC-LWP",-1,-13
"43",71.8309038837077,8.39088144363935,74.1489291493486,63.757999420166,84.2259979248047,"MAC-LWP",0,-12
"44",71.5625892000413,8.91173636801797,72.0947211933136,56.3949928283691,84.2259979248047,"MAC-LWP",1,-11
"45",70.7725949763204,10.7114893081563,44.2355919399777,39.0166349411011,51.1899948120117,"MAC-LWP",-1,-8
"46",70.5153761208285,11.323368195711,47.3250447644128,40.4412145614624,51.1899948120117,"MAC-LWP",0,-7
"47",70.2655791655276,11.9205828429065,46.8215848339929,40.6149759292603,51.1899948120117,"MAC-LWP",1,-6
"48",72.72205278403,7.08206524025498,94.959698677063,74.0624351501465,110.049932479858,"MAC-LWP",-1,-15
"49",72.4075642152951,7.49209210034208,98.0719507217407,71.4634284973145,125.553928375244,"MAC-LWP",0,-14
"50",72.1111506724697,7.92407395192905,95.6704339748476,68.9914245605469,120.600433349609,"MAC-LWP",1,-13
"51",73.0477526468452,6.6831666662679,93.8692964826311,78.5851802825928,108.449924468994,"MAC-LWP",-1,-16
"52",72.72205278403,7.08206524025498,94.959698677063,74.0624351501465,110.049932479858,"MAC-LWP",0,-15
"53",72.4075642152951,7.49209210034208,98.0719507217407,71.4634284973145,125.553928375244,"MAC-LWP",1,-14
