"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"1",78.951322080453,13.8985574828086,0,1751.48493975904,-10.2594667178477,0,NA,0,-28.6,70.5969917052469,-13.8052882341202,-5.70960483895612,0,0,NA,NA,695,2781.25,0,0,0,"VIIRS"
"2",78.8418570793424,14.0159370641557,0,1328.61477572559,-9.04637687608184,0,NA,1,-27.6,70.5178902627512,-12.6368595353327,-4.9914873704314,0,0,NA,NA,75,2385.5,0,0,0,"VIIRS"
"3",78.8787467200969,13.9814880126071,0,669.37417943107,-6.09917512275643,0,NA,-1,-27.9,67.2272696185883,-6.93556228522209,-3.68221242781726,0,0,NA,NA,75,695,0,0,0,"VIIRS"
"4",78.752073596821,14.0894492703898,0,329.651219512197,-4.71403333381179,0,NA,0,-26.9,67.1083352317533,-4.33288239929823,-3.37869869112035,0,0,NA,NA,75,75,0,0,0,"VIIRS"
"5",78.5909200552337,14.1274089645627,0,189.804590163932,-3.59756029054398,0,NA,1,-25.9,66.9657274159664,-3.9599374156445,-2.51576747894285,0,0,NA,NA,75,75,0,0,0,"VIIRS"
"6",78.6400441897344,14.1217479923489,0,274.91914191419,-4.16656821104325,0,NA,-1,-26.2,65.5589807037457,-4.17616615616714,-2.99980245772747,0,0,NA,NA,75,75,0,0,0,"VIIRS"
"7",78.4711099279018,14.1024383261412,0,199.356777493604,-3.50197022983495,0,NA,0,-25.2,65.3911967523079,-3.91232741773126,-2.45228748172519,0,0,NA,NA,75,75,0,0,0,"VIIRS"
"8",78.3103280884685,13.9958395358616,0,206.142041851618,-3.48654952580348,0,NA,1,-24.2,65.2323944116067,-3.83297742120919,-2.3491324862465,0,0,NA,NA,75,75,0,0,0,"VIIRS"
"9",78.3736032757092,14.0455716969412,0,823.56591639873,-7.09334588361176,0,NA,-1,-24.6,66.076086224633,-8.50669221635906,-4.10276740938423,0,0,NA,NA,75,1242,0,0,0,"VIIRS"
"10",78.2085532853827,13.9127072647813,0,857.602024746901,-7.01242735046956,0,NA,0,-23.6,65.9764310122257,-8.69713220801202,-3.88852241877464,0,0,NA,NA,75,1268,0,0,0,"VIIRS"
"11",78.0091906112433,13.7966617202275,0,739.602337840929,-6.08075021633986,0,NA,1,-22.6,65.7960715059588,-7.00300978226585,-3.29736494468523,0,0,NA,NA,75,893,0,0,0,"VIIRS"
"12",78.357784478899,14.0331386566713,0,2622.21444201313,-12.7887618207974,0,NA,-1,-24.5,66.4718923687693,-12.6725670337677,-11.0141521064564,0,0,NA,NA,2351,2899,0,0,0,"VIIRS"
"13",78.1910189830164,13.8981407171461,0,2412.11538461538,-11.3553570915013,0,NA,0,-23.5,66.3364918032787,-12.2341583029832,-10.7463458681945,0,0,NA,NA,2247,2796.75,0,0,0,"VIIRS"
"14",77.985651396258,13.7895001555418,0,NA,NA,NA,NA,1,-22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIIRS"
